Date,Home,Home Score,Away,Away Score,Location if Neutral Site
06-Oct-18,Iowa St,48,Oklahoma St,42,
06-Oct-18,Washington St,56,Oregon St,37,
06-Oct-18,Syracuse,37,Pittsburgh,44,
06-Oct-18,Texas-San Antonio,20,Rice,3,
06-Oct-18,Illinois,38,Rutgers,17,
06-Oct-18,Colorado St,42,San José St,30,
06-Oct-18,Missouri,35,South Carolina,37,
06-Oct-18,Utah,40,Stanford,21,
06-Oct-18,East Carolina,6,Temple,49,
06-Oct-18,Oklahoma,45,Texas,48,Dallas TX
06-Oct-18,Kentucky,14,Texas A&M,20,
06-Oct-18,Louisiana-Lafayette,42,Texas St-San Marcos,27,
06-Oct-18,Bowling Green,36,Toledo,52,
06-Oct-18,Washington,31,UCLA,24,
06-Oct-18,New Mexico,50,UNLV,14,
06-Oct-18,North Texas,27,UTEP,24,
06-Oct-18,Notre Dame,45,Virginia Tech,23,
06-Oct-18,Clemson,63,Wake Forest,3,
06-Oct-18,Kansas,22,West Virginia,38,
06-Oct-18,Eastern Michigan,24,Western Michigan,27,
06-Oct-18,Nebraska,24,Wisconsin,41,
09-Oct-18,Appalachian St,35,Arkansas St,9,
11-Oct-18,Texas Tech,17,TCU,14,
11-Oct-18,Georgia Southern,15,Texas St-San Marcos,13,
12-Oct-18,Air Force,17,San Diego St,21,
12-Oct-18,South Florida,25,Tulsa,24,
12-Oct-18,Arizona,10,Utah,42,
13-Oct-18,Missouri,10,Alabama,39,
13-Oct-18,Mississippi,37,Arkansas,33,Little Rock AR
13-Oct-18,Tennessee,30,Auburn,24,
13-Oct-18,Louisville,20,Boston College,38,
13-Oct-18,Western Michigan,42,Bowling Green,35,
13-Oct-18,Hawai`i,23,Brigham Young,49,
13-Oct-18,Akron,6,Buffalo,24,
13-Oct-18,UCLA,37,California,7,
13-Oct-18,Ball St,24,Central Michigan,23,
13-Oct-18,Louisiana-Monroe,45,Coastal Carolina,20,
13-Oct-18,New Mexico,18,Colorado St,20,
13-Oct-18,Houston,42,East Carolina,20,
13-Oct-18,Toledo,26,Eastern Michigan,28,
13-Oct-18,Middle Tennessee St,21,Florida Int'l,24,
13-Oct-18,Wyoming,3,Fresno St,27,
13-Oct-18,Duke,28,Georgia Tech,14,
13-Oct-18,Purdue,46,Illinois,7,
13-Oct-18,Iowa,42,Indiana,16,
13-Oct-18,West Virginia,14,Iowa St,30,
13-Oct-18,Oklahoma St,12,Kansas St,31,
13-Oct-18,Troy,16,Liberty,22,
13-Oct-18,New Mexico St,38,Louisiana-Lafayette,66,
13-Oct-18,Georgia,16,LSU,36,
13-Oct-18,Rutgers,7,Maryland,34,
13-Oct-18,Central Florida,31,Memphis,30,
13-Oct-18,Kent St,6,Miami OH,31,
13-Oct-18,Wisconsin,13,Michigan,38,
13-Oct-18,Temple,24,Navy,17,
13-Oct-18,Boise St,31,Nevada,27,
13-Oct-18,Virginia Tech,22,North Carolina,19,
13-Oct-18,Southern Miss,7,North Texas,30,
13-Oct-18,Ohio U.,21,Northern Illinois,24,
13-Oct-18,Nebraska,31,Northwestern,34,
13-Oct-18,Pittsburgh,14,Notre Dame,19,
13-Oct-18,Minnesota,14,Ohio State,30,
13-Oct-18,Marshall,42,Old Dominion,20,
13-Oct-18,Washington,27,Oregon,30,
13-Oct-18,Michigan St,21,Penn State,17,
13-Oct-18,Alabama-Birmingham,42,Rice,0,
13-Oct-18,Army,52,San José St,3,
13-Oct-18,Alabama St,7,South Alabama,45,
13-Oct-18,Texas A&M,26,South Carolina,23,
13-Oct-18,Colorado,20,Southern Cal,31,
13-Oct-18,Baylor,17,Texas,23,
13-Oct-18,Louisiana Tech,31,Texas-San Antonio,3,
13-Oct-18,Western Kentucky,14,UNC-Charlotte,40,
13-Oct-18,UNLV,28,Utah St,59,
13-Oct-18,Florida,37,Vanderbilt,27,
13-Oct-18,Miami FL,13,Virginia,16,
18-Oct-18,Stanford,20,Arizona St,13,
18-Oct-18,Georgia St,35,Arkansas St,51,
19-Oct-18,Colorado St,28,Boise St,56,
19-Oct-18,Air Force,41,UNLV,35,
20-Oct-18,North Texas,21,Alabama-Birmingham,29,
20-Oct-18,Louisiana-Lafayette,17,Appalachian St,27,
20-Oct-18,Tulsa,0,Arkansas,23,
20-Oct-18,Miami OH,30,Army,31,
20-Oct-18,Eastern Michigan,42,Ball St,20,
20-Oct-18,Western Michigan,35,Central Michigan,10,
20-Oct-18,North Carolina St,7,Clemson,41,
20-Oct-18,Virginia,28,Duke,14,
20-Oct-18,Central Florida,37,East Carolina,10,
20-Oct-18,Rice,17,Florida Int'l,36,
20-Oct-18,Wake Forest,17,Florida St,38,
20-Oct-18,Nevada,40,Hawai`i,22,
20-Oct-18,Penn State,33,Indiana,28,
20-Oct-18,Maryland,0,Iowa,23,
20-Oct-18,Akron,24,Kent St,23,
20-Oct-18,Vanderbilt,7,Kentucky,14,
20-Oct-18,UTEP,24,Louisiana Tech,31,
20-Oct-18,Texas St-San Marcos,14,Louisiana-Monroe,20,
20-Oct-18,Mississippi St,3,LSU,19,
20-Oct-18,Florida Atlantic,7,Marshall,31,
20-Oct-18,Coastal Carolina,24,Massachusetts,13,
20-Oct-18,Michigan,21,Michigan St,7,
20-Oct-18,UNC-Charlotte,13,Middle Tennessee St,21,
20-Oct-18,Auburn,31,Mississippi,16,
20-Oct-18,Memphis,33,Missouri,65,
20-Oct-18,Houston,49,Navy,36,
20-Oct-18,Minnesota,28,Nebraska,53,
20-Oct-18,Fresno St,38,New Mexico,7,
20-Oct-18,Georgia Southern,48,New Mexico St,31,
20-Oct-18,Bowling Green,14,Ohio U.,49,
20-Oct-18,California,49,Oregon St,7,
20-Oct-18,Ohio State,20,Purdue,49,
20-Oct-18,Northwestern,18,Rutgers,15,
20-Oct-18,San José St,13,San Diego St,16,
20-Oct-18,Connecticut,30,South Florida,38,
20-Oct-18,Texas-San Antonio,17,Southern Miss,27,
20-Oct-18,North Carolina,37,Syracuse,40,
20-Oct-18,Oklahoma,52,TCU,27,
20-Oct-18,Cincinnati,17,Temple,24,
20-Oct-18,Alabama,58,Tennessee,21,
20-Oct-18,Kansas,16,Texas Tech,48,
20-Oct-18,Buffalo,31,Toledo,17,
20-Oct-18,SMU,27,Tulane,23,
20-Oct-18,Arizona,30,UCLA,31,
20-Oct-18,Southern Cal,28,Utah,41,
20-Oct-18,Colorado,13,Washington,27,
20-Oct-18,Oregon,20,Washington St,34,
20-Oct-18,Old Dominion,37,Western Kentucky,34,
20-Oct-18,Illinois,20,Wisconsin,49,
20-Oct-18,Utah St,24,Wyoming,16,
23-Oct-18,Troy,38,South Alabama,17,
25-Oct-18,Appalachian St,14,Georgia Southern,34,
25-Oct-18,Ball St,14,Ohio U.,52,
25-Oct-18,Georgia Tech,49,Virginia Tech,28,
25-Oct-18,Toledo,51,Western Michigan,24,
25-Oct-18,Baylor,14,West Virginia,58,
26-Oct-18,Miami FL,14,Boston College,27,
26-Oct-18,Wyoming,34,Colorado St,21,
26-Oct-18,Louisiana Tech,21,Florida Atlantic,13,
26-Oct-18,Indiana,31,Minnesota,38,
26-Oct-18,Utah,41,UCLA,10,
27-Oct-18,Boise St,48,Air Force,38,
27-Oct-18,Central Michigan,10,Akron,17,
27-Oct-18,Oregon,15,Arizona,44,
27-Oct-18,Vanderbilt,45,Arkansas,31,
27-Oct-18,Northern Illinois,7,Brigham Young,6,
27-Oct-18,Washington,10,California,12,
27-Oct-18,Oregon St,41,Colorado,34,
27-Oct-18,Massachusetts,22,Connecticut,17,
27-Oct-18,Army,37,Eastern Michigan,22,
27-Oct-18,Georgia,36,Florida,17,Jacksonville FL
27-Oct-18,Clemson,59,Florida St,10,
27-Oct-18,Hawai`i,20,Fresno St,50,
27-Oct-18,Coastal Carolina,37,Georgia St,34,
27-Oct-18,South Florida,36,Houston,57,
27-Oct-18,Texas Tech,31,Iowa St,40,
27-Oct-18,TCU,26,Kansas,27,
27-Oct-18,Arkansas St,43,Louisiana-Lafayette,47,
27-Oct-18,Wake Forest,56,Louisville,35,
27-Oct-18,Illinois,33,Maryland,63,
27-Oct-18,Purdue,13,Michigan St,23,
27-Oct-18,Texas A&M,13,Mississippi St,28,
27-Oct-18,Kentucky,15,Missouri,14,
27-Oct-18,Bethune-Cookman,9,Nebraska,45,
27-Oct-18,San Diego St,24,Nevada,28,
27-Oct-18,Rice,17,North Texas,41,
27-Oct-18,Wisconsin,17,Northwestern,31,
27-Oct-18,Navy,22,Notre Dame,44,San Diego CA
27-Oct-18,Kansas St,14,Oklahoma,51,
27-Oct-18,Texas,35,Oklahoma St,38,
27-Oct-18,Middle Tennessee St,51,Old Dominion,17,
27-Oct-18,Iowa,24,Penn State,30,
27-Oct-18,Duke,45,Pittsburgh,54,
27-Oct-18,UNLV,37,San José St,50,
27-Oct-18,Cincinnati,26,SMU,20,
27-Oct-18,Tennessee,24,South Carolina,27,
27-Oct-18,Arizona St,38,Southern Cal,35,
27-Oct-18,Washington St,41,Stanford,38,
27-Oct-18,North Carolina St,41,Syracuse,51,
27-Oct-18,New Mexico St,20,Texas St-San Marcos,27,
27-Oct-18,Tulane,24,Tulsa,17,
27-Oct-18,Southern Miss,17,UNC-Charlotte,20,
27-Oct-18,New Mexico,19,Utah St,61,
27-Oct-18,Alabama-Birmingham,19,UTEP,0,
27-Oct-18,North Carolina,21,Virginia,31,
27-Oct-18,Florida Int'l,38,Western Kentucky,17,
30-Oct-18,Kent St,35,Bowling Green,28,
30-Oct-18,Miami OH,42,Buffalo,51,
31-Oct-18,Ball St,13,Toledo,45,
01-Nov-18,Northern Illinois,36,Akron,26,
01-Nov-18,Temple,40,Central Florida,52,
01-Nov-18,Ohio U.,59,Western Michigan,14,
02-Nov-18,Colorado,34,Arizona,42,
02-Nov-18,Western Kentucky,10,Middle Tennessee St,29,
02-Nov-18,Pittsburgh,23,Virginia,13,
03-Nov-18,Texas-San Antonio,3,Alabama-Birmingham,52,
03-Nov-18,Utah,20,Arizona St,38,
03-Nov-18,South Alabama,14,Arkansas St,38,
03-Nov-18,Air Force,14,Army,17,
03-Nov-18,Texas A&M,24,Auburn,28,
03-Nov-18,Oklahoma St,31,Baylor,35,
03-Nov-18,Brigham Young,16,Boise St,21,
03-Nov-18,Navy,0,Cincinnati,42,
03-Nov-18,Louisville,16,Clemson,77,
03-Nov-18,Appalachian St,23,Coastal Carolina,7,
03-Nov-18,Memphis,59,East Carolina,41,
03-Nov-18,Central Michigan,7,Eastern Michigan,17,
03-Nov-18,Missouri,38,Florida,17,
03-Nov-18,Florida Atlantic,49,Florida Int'l,14,
03-Nov-18,Texas St-San Marcos,40,Georgia St,31,
03-Nov-18,Utah St,56,Hawai`i,17,
03-Nov-18,Minnesota,31,Illinois,55,
03-Nov-18,Iowa St,27,Kansas,3,
03-Nov-18,Georgia,34,Kentucky,17,
03-Nov-18,Georgia Southern,25,Louisiana-Monroe,44,
03-Nov-18,Alabama,29,LSU,0,
03-Nov-18,Michigan St,24,Maryland,3,
03-Nov-18,Liberty,59,Massachusetts,62,
03-Nov-18,Duke,20,Miami FL,12,
03-Nov-18,Penn State,7,Michigan,42,
03-Nov-18,South Carolina,48,Mississippi,44,
03-Nov-18,Louisiana Tech,3,Mississippi St,45,
03-Nov-18,San Diego St,31,New Mexico,23,
03-Nov-18,Alcorn St,42,New Mexico St,52,
03-Nov-18,Georgia Tech,38,North Carolina,28,
03-Nov-18,Florida St,28,North Carolina St,47,
03-Nov-18,Notre Dame,31,Northwestern,21,
03-Nov-18,Nebraska,31,Ohio State,36,
03-Nov-18,UCLA,21,Oregon,42,
03-Nov-18,Southern Cal,38,Oregon St,21,
03-Nov-18,Iowa,36,Purdue,38,
03-Nov-18,UTEP,34,Rice,26,
03-Nov-18,Houston,31,SMU,45,
03-Nov-18,Tulane,41,South Florida,15,
03-Nov-18,Marshall,24,Southern Miss,26,
03-Nov-18,Kansas St,13,TCU,14,
03-Nov-18,UNC-Charlotte,3,Tennessee,14,
03-Nov-18,West Virginia,42,Texas,41,
03-Nov-18,Oklahoma,51,Texas Tech,46,
03-Nov-18,Louisiana-Lafayette,16,Troy,26,
03-Nov-18,Connecticut,19,Tulsa,49,
03-Nov-18,Fresno St,48,UNLV,3,
03-Nov-18,Boston College,31,Virginia Tech,21,
03-Nov-18,Syracuse,41,Wake Forest,24,
03-Nov-18,Stanford,23,Washington,27,
03-Nov-18,California,13,Washington St,19,
03-Nov-18,Rutgers,17,Wisconsin,31,
03-Nov-18,San José St,9,Wyoming,24,
06-Nov-18,Kent St,14,Buffalo,48,
07-Nov-18,Ohio U.,28,Miami OH,30,
07-Nov-18,Toledo,15,Northern Illinois,38,
08-Nov-18,Wake Forest,27,North Carolina St,23,
09-Nov-18,Fresno St,17,Boise St,24,
09-Nov-18,Louisville,23,Syracuse,54,
10-Nov-18,New Mexico,24,Air Force,42,
10-Nov-18,Mississippi St,0,Alabama,24,
10-Nov-18,Southern Miss,23,Alabama-Birmingham,26,
10-Nov-18,UCLA,28,Arizona St,31,
10-Nov-18,LSU,24,Arkansas,17,
10-Nov-18,Lafayette,13,Army,31,
10-Nov-18,Clemson,27,Boston College,7,
10-Nov-18,Navy,24,Central Florida,35,
10-Nov-18,Bowling Green,24,Central Michigan,13,
10-Nov-18,South Florida,23,Cincinnati,35,
10-Nov-18,Arkansas St,44,Coastal Carolina,16,
10-Nov-18,Washington St,31,Colorado,7,
10-Nov-18,SMU,62,Connecticut,50,
10-Nov-18,North Carolina,35,Duke,42,
10-Nov-18,Akron,7,Eastern Michigan,27,
10-Nov-18,South Carolina,31,Florida,35,
10-Nov-18,Western Kentucky,15,Florida Atlantic,34,
10-Nov-18,Auburn,10,Georgia,27,
10-Nov-18,Troy,35,Georgia Southern,21,
10-Nov-18,Miami FL,21,Georgia Tech,27,
10-Nov-18,Temple,59,Houston,49,
10-Nov-18,Maryland,32,Indiana,34,
10-Nov-18,Northwestern,14,Iowa,10,
10-Nov-18,Baylor,14,Iowa St,28,
10-Nov-18,Kansas,17,Kansas St,21,
10-Nov-18,Rice,13,Louisiana Tech,28,
10-Nov-18,Georgia St,22,Louisiana-Lafayette,36,
10-Nov-18,UNC-Charlotte,13,Marshall,30,
10-Nov-18,Brigham Young,35,Massachusetts,16,Foxboro MA
10-Nov-18,Tulsa,21,Memphis,47,
10-Nov-18,Ohio State,26,Michigan St,6,
10-Nov-18,Purdue,10,Minnesota,41,
10-Nov-18,Vanderbilt,28,Missouri,33,
10-Nov-18,Illinois,35,Nebraska,54,
10-Nov-18,Colorado St,10,Nevada,49,
10-Nov-18,Florida St,13,Notre Dame,42,
10-Nov-18,Oklahoma St,47,Oklahoma,48,
10-Nov-18,North Texas,31,Old Dominion,34,
10-Nov-18,Wisconsin,10,Penn State,22,
10-Nov-18,Virginia Tech,22,Pittsburgh,52,
10-Nov-18,Michigan,42,Rutgers,7,
10-Nov-18,UNLV,27,San Diego St,24,
10-Nov-18,Louisiana-Monroe,38,South Alabama,10,
10-Nov-18,California,15,Southern Cal,14,
10-Nov-18,Oregon St,17,Stanford,48,
10-Nov-18,Kentucky,7,Tennessee,24,
10-Nov-18,Mississippi,24,Texas A&M,38,
10-Nov-18,Appalachian St,38,Texas St-San Marcos,7,
10-Nov-18,Texas,41,Texas Tech,34,
10-Nov-18,Florida Int'l,45,Texas-San Antonio,7,
10-Nov-18,East Carolina,18,Tulane,24,
10-Nov-18,Oregon,25,Utah,32,
10-Nov-18,San José St,24,Utah St,62,
10-Nov-18,Middle Tennessee St,48,UTEP,32,
10-Nov-18,Liberty,24,Virginia,45,
10-Nov-18,TCU,10,West Virginia,47,
13-Nov-18,Western Michigan,41,Ball St,42,
14-Nov-18,Miami OH,13,Northern Illinois,7,
14-Nov-18,Buffalo,17,Ohio U.,52,
15-Nov-18,Tulane,17,Houston,48,
15-Nov-18,Toledo,56,Kent St,34,
15-Nov-18,Florida Atlantic,38,North Texas,41,
16-Nov-18,Boise St,45,New Mexico,14,
16-Nov-18,Memphis,28,SMU,18,
17-Nov-18,Bowling Green,21,Akron,6,
17-Nov-18,The Citadel,17,Alabama,50,
17-Nov-18,Georgia St,17,Appalachian St,45,
17-Nov-18,Louisiana-Monroe,17,Arkansas St,31,
17-Nov-18,Colgate,14,Army,28,
17-Nov-18,Liberty,0,Auburn,53,
17-Nov-18,TCU,16,Baylor,9,
17-Nov-18,New Mexico St,10,Brigham Young,45,
17-Nov-18,Cincinnati,13,Central Florida,38,
17-Nov-18,Duke,6,Clemson,35,
17-Nov-18,Georgia Southern,41,Coastal Carolina,17,
17-Nov-18,Utah,30,Colorado,7,
17-Nov-18,Utah St,29,Colorado St,24,
17-Nov-18,Connecticut,21,East Carolina,55,
17-Nov-18,Idaho,10,Florida,63,
17-Nov-18,Boston College,21,Florida St,22,
17-Nov-18,San Diego St,14,Fresno St,23,
17-Nov-18,Massachusetts,27,Georgia,66,
17-Nov-18,Virginia,27,Georgia Tech,30,
17-Nov-18,UNLV,28,Hawai`i,35,
17-Nov-18,Iowa,63,Illinois,0,
17-Nov-18,Texas Tech,6,Kansas St,21,
17-Nov-18,Middle Tennessee St,23,Kentucky,34,
17-Nov-18,South Alabama,38,Louisiana-Lafayette,48,
17-Nov-18,North Carolina St,52,Louisville,10,
17-Nov-18,Rice,10,LSU,42,
17-Nov-18,Texas-San Antonio,0,Marshall,23,
17-Nov-18,Ohio State,52,Maryland,51,
17-Nov-18,Indiana,20,Michigan,31,
17-Nov-18,Northwestern,24,Minnesota,14,
17-Nov-18,Arkansas,6,Mississippi St,52,
17-Nov-18,Tulsa,29,Navy,37,
17-Nov-18,Michigan St,6,Nebraska,9,
17-Nov-18,Western Carolina,26,North Carolina,49,
17-Nov-18,Kansas,40,Oklahoma,55,
17-Nov-18,West Virginia,41,Oklahoma St,45,
17-Nov-18,VMI,14,Old Dominion,77,
17-Nov-18,Arizona St,29,Oregon,31,
17-Nov-18,Wisconsin,47,Purdue,44,
17-Nov-18,Penn State,20,Rutgers,7,
17-Nov-18,Nevada,21,San José St,12,
17-Nov-18,Chattanooga,9,South Carolina,49,
17-Nov-18,Louisiana Tech,20,Southern Miss,21,
17-Nov-18,Notre Dame,36,Syracuse,3,Bronx NY
17-Nov-18,South Florida,17,Temple,27,
17-Nov-18,Missouri,50,Tennessee,17,
17-Nov-18,Iowa St,10,Texas,24,
17-Nov-18,Alabama-Birmingham,20,Texas A&M,41,
17-Nov-18,Texas St-San Marcos,7,Troy,12,
17-Nov-18,Southern Cal,27,UCLA,34,
17-Nov-18,Florida Int'l,42,UNC-Charlotte,35,
17-Nov-18,Mississippi,29,Vanderbilt,36,
17-Nov-18,Miami FL,38,Virginia Tech,14,
17-Nov-18,Pittsburgh,34,Wake Forest,13,
17-Nov-18,Oregon St,23,Washington,42,
17-Nov-18,Arizona,28,Washington St,69,
17-Nov-18,UTEP,16,Western Kentucky,40,
17-Nov-18,Air Force,27,Wyoming,35,
20-Nov-18,Ball St,21,Miami OH,42,
20-Nov-18,Northern Illinois,21,Western Michigan,28,
22-Nov-18,Colorado St,19,Air Force,27,
22-Nov-18,Mississippi St,35,Mississippi,3,
23-Nov-18,Buffalo,44,Bowling Green,14,
23-Nov-18,East Carolina,6,Cincinnati,56,
23-Nov-18,Nebraska,28,Iowa,31,
23-Nov-18,Texas,24,Kansas,17,
23-Nov-18,Eastern Michigan,28,Kent St,20,
23-Nov-18,Houston,31,Memphis,52,
23-Nov-18,Arkansas,0,Missouri,38,
23-Nov-18,Akron,28,Ohio U.,49,
23-Nov-18,Oregon,55,Oregon St,15,
23-Nov-18,Coastal Carolina,28,South Alabama,31,
23-Nov-18,Central Florida,38,South Florida,10,
23-Nov-18,Central Michigan,13,Toledo,51,
23-Nov-18,Virginia,31,Virginia Tech,34,
23-Nov-18,Washington,28,Washington St,15,
23-Nov-18,Oklahoma,59,West Virginia,56,
